seller_id,business_segment,lead_type,origin,seller_segment_group,is_manufacturer
751e274377499a8503fd6243ad9c56f6,audio_video_electronics,online_big,paid_search,Other,0
93a55b2252867fd7df54c78cbd5c6d95,construction_tools_house_garden,offline,unknown,Home_Goods,0
1185ae3e5ac0463c854dad54fc8fc9e1,bags_backpacks,industry,unknown,Other,1
2646baaf662d4d92ac48f047e35db92d,construction_tools_house_garden,online_medium,unknown,Home_Goods,0
e433f5fd4050e3352b5d83522b7fe24b,construction_tools_house_garden,online_medium,organic_search,Home_Goods,0
5cc5fe3c6e303fb7656ee7b0ca21ed58,jewerly,online_small,social,Other,0
dc64d75cc406bb0697be983831430e60,audio_video_electronics,online_small,organic_search,Other,0
08d1c9478fb0d7d7fcac9c0da4e82fc7,home_decor,online_medium,paid_search,Home_Goods,0
5181ea7b0d346ed14c5c07f0ff22b2b4,toys,online_big,paid_search,Other,0
ee2fbacc2fc3794e656cc4d933d59ce7,small_appliances,online_big,unknown,Other,0
7fc87cc3e89b3d1d5cabdca32f8485aa,home_office_furniture,offline,paid_search,Home_Goods,0
eba08391609dfda5c016fdd264f9383b,home_decor,online_medium,organic_search,Home_Goods,0
8b3317388df29d5fa94360a486ad3356,car_accessories,online_medium,organic_search,Auto,0
134285d1f41da5c13a756ee8142c8a4e,car_accessories,online_big,paid_search,Auto,0
e9e446d01bd10a97a8ffcfc4a3a20cb2,health_beauty,online_medium,social,Health_Beauty,0
6061155addc1e54b4cfb51c1c2a32ad8,pet,online_small,organic_search,Other,0
bba8d0c234a52b87b3957037a215d1a4,home_decor,online_small,direct_traffic,Home_Goods,0
044668ccd5316b12a7cf0d54a156e3e9,food_drink,offline,unknown,Other,0
fc813dd7e04b8a1c9c10e8e9c10cd5f9,music_instruments,industry,paid_search,Other,1
922f6795c9e65f2485d4e63af76586ff,bed_bath_table,online_medium,paid_search,Other,0
224167f6e956da2f71c0e8dbdaa8bbf0,computers,offline,unknown,Tech,0
30a81d8cf85fb2ada1b1b094c9583a95,pet,online_top,unknown,Other,0
7e417525a6ce49b708fd384e580fe3c4,home_decor,online_medium,paid_search,Home_Goods,0
b6cac2bb2d83cae903e336e6a993c795,car_accessories,online_big,unknown,Auto,0
0ddefe3c7a032b91f4e25b9c3a08fca1,household_utilities,online_small,paid_search,Home_Goods,0
45dfe11016c782d99a19f93dd34c300d,car_accessories,online_medium,unknown,Auto,0
6f835fd4be26989b1b064399da346143,audio_video_electronics,online_medium,unknown,Other,0
3e35a8bb43569389d3cebef0ce820f69,food_drink,industry,unknown,Other,1
a7d0f8dd44f57ef6de7f7f02e3d82630,health_beauty,online_medium,email,Health_Beauty,0
a663d9c3797e90eac99ff60939416a56,computers,online_beginner,unknown,Tech,0
2aef4c8187ab057d6f1b7e0e636aa481,construction_tools_house_garden,online_beginner,unknown,Home_Goods,0
8e3338430e8b66d28aa88fa892a00063,home_decor,online_small,unknown,Home_Goods,0
3084dcdea01fe4f2d556540e6b2e873d,construction_tools_house_garden,industry,organic_search,Home_Goods,1
a213f1bd6458f4a158f3746cb2514559,computers,online_beginner,paid_search,Tech,0
a56e351445e5863fc8960640ba9190c7,home_decor,online_small,direct_traffic,Home_Goods,0
9d590e1df0faffd9ceaa1f0f0ea9af2f,audio_video_electronics,online_medium,organic_search,Other,0
f49987b20beada69981c57899ffd1095,home_office_furniture,online_medium,email,Home_Goods,0
5cb4a72356883c59790dc8309cddea2f,home_decor,online_medium,unknown,Home_Goods,0
fcdd820084f17e9982427971e4e9d47f,household_utilities,online_big,unknown,Home_Goods,0
131fcb0a0c9a47bba4474aacff0f14b7,home_appliances,online_medium,paid_search,Home_Goods,0
3d5d0dc7073a299e31fa718ce1bc00b6,health_beauty,online_medium,paid_search,Health_Beauty,0
0db0dce302e414422ed38aabd133ae04,food_supplement,industry,social,Other,1
3492e68f37fd1df87f4f2f2ea247f445,car_accessories,online_medium,organic_search,Auto,0
ba143b05f0110f0dc71ad71b4466ce92,books,online_big,paid_search,Other,0
309405cfad0d11cd1ec6bb5d02c70c6b,construction_tools_house_garden,online_big,unknown,Home_Goods,0
e52d2f15bba4aff8a1e2bd12b40fdfbc,household_utilities,Unknown,unknown,Home_Goods,0
f4009c6b30765309a251c26bc458e0e5,stationery,industry,organic_search,Other,1
11fb6f6d341adbe19e81733701704635,home_decor,online_medium,paid_search,Home_Goods,0
42fac6337d0f14ecdc18a82bfe6dd076,household_utilities,industry,direct_traffic,Home_Goods,1
e0cfd7ece071eb006b1670ea64d0904e,construction_tools_house_garden,offline,organic_search,Home_Goods,0
841fba8f46ab4edd1bb086f53735000e,car_accessories,online_top,organic_search,Auto,0
a333655afd62d4ef51f55ac7c58abb34,car_accessories,online_big,paid_search,Auto,0
ade45994b717ccee333492330fbf037b,audio_video_electronics,online_big,social,Other,0
784fca1939f4ad6c73be249a80b17d18,baby,online_small,paid_search,Other,0
da6a60cc8cc724fe51be021ff8be779c,books,online_big,organic_search,Other,0
6e985a12b7b98f0a15b7bf90cc882f61,home_office_furniture,industry,Unknown,Home_Goods,1
a69aa24cec11168e7e39a3fbc727e925,health_beauty,online_big,organic_search,Health_Beauty,0
faf3ee2764599d114d7e8f25d4c19845,home_decor,online_big,social,Home_Goods,0
6025c79c035c3d772133b8b8238463b2,car_accessories,online_medium,unknown,Auto,0
e1643dff33666ca629e3644c02738179,household_utilities,offline,paid_search,Home_Goods,0
cc63f0dd2acba93ffed4fe9f8e0321fa,home_office_furniture,online_beginner,social,Home_Goods,0
bb2afe2061d53c6968aa0cffa233a8ec,sports_leisure,online_medium,organic_search,Other,0
ba56ae8ab7eb61b0c3f064f9661eb15c,books,online_medium,organic_search,Other,0
c8cc60ffd415254af5d9b9f34f32c369,pet,online_medium,social,Other,0
6267923376872bb45a1c804aed0f1e73,household_utilities,industry,unknown,Home_Goods,1
c1849d4d32d7a6cecd5aa471809d3135,party,offline,paid_search,Other,0
90c523952c5622d268addb6d93a7212f,audio_video_electronics,online_beginner,referral,Other,0
0ab97fdbae52ec0e877efdf9b310528e,food_drink,online_medium,social,Other,0
f233b575e585413f12fe2f847d922447,household_utilities,online_big,unknown,Home_Goods,0
7d2af2d0dc5a86742cda2e5da38c1ac7,audio_video_electronics,online_medium,paid_search,Other,0
71729348559edea55a3e7a2bc2a2986d,health_beauty,online_medium,unknown,Health_Beauty,0
4125d9385a25e82d2f72d3a0fd55bc3f,home_decor,online_medium,direct_traffic,Home_Goods,0
5f5a58930c3c35f3b5af264f34fb8c85,air_conditioning,online_medium,organic_search,Other,0
94eead2f1cdacbf7ba5c5a0bdbe4cf1f,household_utilities,offline,paid_search,Home_Goods,0
facd538cb53fa082bffaeee65521020a,car_accessories,offline,paid_search,Auto,0
09c34a8e333be37851747c27525a4e53,pet,online_small,organic_search,Other,0
8fbd63429be6d3e5e6d1a709b6464802,car_accessories,industry,organic_search,Auto,1
a28120fc27b206d3bc355b57040baf7a,audio_video_electronics,industry,paid_search,Other,1
b16d3dadc47d4eb18be3d88bad0775ce,sports_leisure,online_medium,paid_search,Other,0
a8fee0ab6206634206f782c32e41a2a4,health_beauty,online_medium,organic_search,Health_Beauty,0
dd5450b022b2d00a2145a66331e1aef6,household_utilities,online_medium,social,Home_Goods,0
f887581ec486ee8eec9ed933310848e0,car_accessories,online_medium,organic_search,Auto,0
f89e46b812b06f22508f89873565ce6c,food_supplement,offline,organic_search,Other,0
845e8036c3f7bf62099352f5ed910240,bed_bath_table,online_big,unknown,Other,0
ce9d7ae0d0fe0a747bc46cf3f089cfaa,audio_video_electronics,industry,organic_search,Other,1
f049a72cf58fd31b11f8919cade515e7,audio_video_electronics,online_beginner,paid_search,Other,0
117cfc326c6d50da67ca858ff5c0c852,household_utilities,online_medium,organic_search,Home_Goods,0
c6d5704d1ed91beed0114bcd9d3367bb,home_decor,online_beginner,organic_search,Home_Goods,0
049197f741ca0cde891420fc72fba3e5,pet,offline,organic_search,Other,0
116e5ef667d05e59c8b95acd02670ff3,health_beauty,online_small,social,Health_Beauty,0
f1fdf2d13186575751aa25876536d85c,sports_leisure,online_big,organic_search,Other,0
b64d51f0435e884e8de603b1655155ae,household_utilities,online_medium,paid_search,Home_Goods,0
56e361f411e38dcef17cdc2a3d99628b,audio_video_electronics,industry,organic_search,Other,1
cac876b37d3abcd6bd76caca30277996,home_decor,online_big,paid_search,Home_Goods,0
a414555ce331b8c8aea4a9cb8395194d,home_appliances,online_medium,organic_search,Home_Goods,0
c54679b132454625907c773d273d4126,health_beauty,online_medium,paid_search,Health_Beauty,0
4a82168aaef173cbb6e46ae88728f919,health_beauty,online_big,paid_search,Health_Beauty,0
41b9c7bfadf5f42b93b7bfbae1b84494,audio_video_electronics,online_small,unknown,Other,0
d8d9567d0bfb0bc7eb845a205ba42657,books,online_medium,paid_search,Other,0
3ab971ce71839580d2ae5b4e40fe8044,home_decor,online_big,organic_search,Home_Goods,0
02f623a8eb246f3c5f7c2f96462654e6,sports_leisure,online_medium,organic_search,Other,0
11a559e252a8d167a8ccea7abcf357f3,construction_tools_house_garden,online_medium,unknown,Home_Goods,0
cec13d4723ba59aae2a6663b99129a49,car_accessories,online_medium,organic_search,Auto,0
0ca9bd8db4679bc89692acdfcd96b6c4,health_beauty,online_big,paid_search,Health_Beauty,0
351cc0833086e30c04f3b0a15dbc3e93,household_utilities,online_big,organic_search,Home_Goods,0
6aa3928696eab49a19a466e665a649fd,health_beauty,online_medium,unknown,Health_Beauty,0
539ed9e19811677513447759be5eccfc,home_decor,industry,organic_search,Home_Goods,1
d7827b2af99326a03b0ed9c7a24db0d3,construction_tools_house_garden,online_big,paid_search,Home_Goods,0
6c6d00f0561125a66cffac53cfe3f913,food_drink,online_beginner,social,Other,0
bd4431c1a8dfa744b59e1e2a8bc99b9e,health_beauty,offline,paid_search,Health_Beauty,0
4a1917ef994878940e1fb03eeb787ad7,phone_mobile,industry,social,Tech,1
c0aff2da32c17759d30b22fb0af6649d,music_instruments,online_medium,paid_search,Other,0
cb6c9f5888a7a090c75beaf615925792,construction_tools_house_garden,online_medium,unknown,Home_Goods,0
f212a20c700f5a7c3d4de5ef38e02c42,audio_video_electronics,online_medium,organic_search,Other,0
59cea8e446d3834393058e7e0666b6fb,small_appliances,online_big,unknown,Other,0
2cb98e27ce1c18abdb42209b34c382a7,car_accessories,online_beginner,unknown,Auto,0
3289d8c3eef4873f91ce0b1343c0dd58,sports_leisure,online_small,referral,Other,0
55c26bcb609f480eb7868594245febb5,baby,online_big,organic_search,Other,0
5c3460cd3e8a984382ae254e7dd20d9f,baby,online_small,social,Other,0
e979bb42fb660609fe056a6bea03761f,jewerly,online_small,other,Other,0
bcafb8538edd43b166274b25c60b7458,audio_video_electronics,online_big,organic_search,Other,0
0e72c1a751b496722a6cb1f10653b62a,books,industry,direct_traffic,Other,1
abcb0f101902cd0ca5bfddc35ddab560,home_decor,online_medium,referral,Home_Goods,0
ae7ab174effdead6c241e547e4ca13f0,household_utilities,online_medium,organic_search,Home_Goods,0
f85612e1b253b37d88329fdc16e8f32f,pet,online_big,unknown,Other,0
1d953075c2f0dd990bacf27b83b330f1,computers,online_medium,organic_search,Tech,0
9261d76c62caaf0b24677c2ceb7f8f20,household_utilities,industry,unknown,Home_Goods,1
def312fb44a52de894acf688498ce1fc,home_decor,online_medium,organic_search,Home_Goods,0
160851d3ece7aa1a510f8d1a4bb8a8af,construction_tools_house_garden,industry,unknown,Home_Goods,1
c004e5ea15737026cecaee0447e00b75,construction_tools_house_garden,offline,paid_search,Home_Goods,0
7ff588a03c2aeae4fbd23f9ae64b760d,car_accessories,online_big,paid_search,Auto,0
880ce4951cf857ab1d9e0b75c1d856f4,car_accessories,industry,organic_search,Auto,1
9e6967d3cf386d284251784b18ccb485,construction_tools_house_garden,online_big,organic_search,Home_Goods,0
e9c2dc0dd4ac38448289be644ac94f42,sports_leisure,online_medium,direct_traffic,Other,0
964ff64dc05b13811c6d0f41e0aa5f6b,home_decor,online_big,unknown,Home_Goods,0
ec5b3cd9d6bf0a880edfda73562a7cea,Unknown,industry,unknown,Other,1
1997c740529040d6a2244d2e818acb50,audio_video_electronics,online_big,social,Other,0
6fcc97197c64771f3c18aea3aa9d3913,construction_tools_house_garden,industry,organic_search,Home_Goods,1
1cbdc7cf130a41fd13a3c2a7d2fcfda7,bed_bath_table,offline,unknown,Other,0
75fe775fe1a7ad296e77ea7e66b35ac3,home_decor,offline,organic_search,Home_Goods,0
9e545d0501bd685bba148d9f631093f1,construction_tools_house_garden,online_big,direct_traffic,Home_Goods,0
40105cb0aec41563d24ccc7b90ae7083,home_decor,industry,paid_search,Home_Goods,1
b1116e9a35b2fa91eb4a0af8e73cdc3a,small_appliances,industry,paid_search,Other,1
17595577347283c0140226df762e2e6b,bed_bath_table,online_medium,unknown,Other,0
271b8923c6a549e02d3c9fd1f8c0422b,household_utilities,offline,unknown,Home_Goods,0
d7cb3f744255259a4ded02cb354f5bcf,home_decor,online_medium,other_publicities,Home_Goods,0
618b0524377e106190c0c91cacdb4b78,car_accessories,online_medium,organic_search,Auto,0
231e2c768bf979ec59ff743f16a442ce,audio_video_electronics,industry,unknown,Other,1
44717f64ec2a457979cf83c429077666,handcrafted,online_medium,direct_traffic,Other,0
b0289c0c1f9f84008e7b4dbf795c4676,music_instruments,online_small,organic_search,Other,0
31be790e64fc99f8ff48ec2bd18a3104,household_utilities,online_beginner,social,Home_Goods,0
b0ec35adb04cfa85d3e0ff3f79c186a3,home_office_furniture,industry,unknown,Home_Goods,1
fa7cc273072520346449b9e89329768a,audio_video_electronics,online_beginner,paid_search,Other,0
120476eb7a04c149d14772edaf5d9bf2,construction_tools_house_garden,online_big,paid_search,Home_Goods,0
7df961ce758538004de6db0f5b9d7b6f,home_decor,online_small,social,Home_Goods,0
cee4320453079d554562dee0753d7d43,health_beauty,online_medium,paid_search,Health_Beauty,0
21f3118106d69d16dfe7d5aaf37cb242,car_accessories,online_big,organic_search,Auto,0
94d76e96eedd976258cd3278ce56d5f2,construction_tools_house_garden,online_big,organic_search,Home_Goods,0
b5e7d871b063f34de611e8b448e63f2e,health_beauty,offline,organic_search,Health_Beauty,0
04ed0495537199603d4930fc5c0dd026,audio_video_electronics,offline,email,Other,0
96c1c7f1f24470915da80563cd1202ea,audio_video_electronics,online_medium,organic_search,Other,0
1f74801bb8b05750ce5e7597b685bd13,food_supplement,offline,organic_search,Other,0
bed6d1f6c4664ab8cf3abf3821727756,construction_tools_house_garden,industry,paid_search,Home_Goods,1
377bc18334c78dd2f1535ef22a3ad225,car_accessories,online_big,unknown,Auto,0
51fdd5d43db628fada4588f89aba3e8e,car_accessories,offline,organic_search,Auto,0
58f1a6197ed863543e0136bdedb3fce2,fashion_accessories,online_medium,paid_search,Other,0
65febd49fd28ec955651299159b1f527,household_utilities,online_big,organic_search,Home_Goods,0
9b1585752613ec342d03bbab9997ec48,car_accessories,offline,organic_search,Auto,0
cbf09e831b0c11f6f23ffb51004db972,household_utilities,online_top,organic_search,Home_Goods,0
4f0d637c1197fd65405ebd755ac9f86b,health_beauty,online_medium,paid_search,Health_Beauty,0
026c6180cd86d6069dad573ce69b465e,household_utilities,online_small,paid_search,Home_Goods,0
0691fc6052b1918d775ac6ff8275eb01,home_decor,online_medium,social,Home_Goods,0
d50f6d198921d51b24544738b29d2b0e,food_drink,industry,referral,Other,1
9485222b0bad29d3b0e860fa5ec1fdd4,construction_tools_house_garden,industry,social,Home_Goods,1
28fadc495e06e64b5d15d54959f2cee1,watches,online_top,paid_search,Other,0
dbdd0ec73a4817971d962698f2fea022,health_beauty,online_big,direct_traffic,Health_Beauty,0
2aeedd049dc20e7171f43110fd0d6821,construction_tools_house_garden,industry,unknown,Home_Goods,1
6a60bd6a4afd5fc86b75b47ec502df7b,health_beauty,online_small,paid_search,Health_Beauty,0
46bec94e1e0fc413b6adb1d1bd175477,food_supplement,online_small,paid_search,Other,0
73df8d9e8f8c54d0d42feb9bf58c718c,home_office_furniture,online_medium,unknown,Home_Goods,0
dd22fbe4df5d84be25176054640b696d,food_drink,industry,organic_search,Other,1
2aa8585964d74f71e334a6c3de2ddc27,fashion_accessories,online_small,unknown,Other,0
6cd5309bfee39493f71de0350e837b3d,car_accessories,offline,paid_search,Auto,0
caa9bc43a9fe8cf9c564ddd8a03cc4a6,toys,online_medium,unknown,Other,0
fe87f472055fbcf1d7e691c00b1560dc,home_decor,online_medium,other,Home_Goods,0
366b6b05f39997f102dc5179de14d43c,health_beauty,online_small,paid_search,Health_Beauty,0
9169e322ad3419286d1e5ee8f1c3b3f0,perfume,online_medium,organic_search,Other,0
da4d149c0ddbac90557103ac0a0ec356,sports_leisure,online_medium,organic_search,Other,0
4dd7866cf496e0c2fcfc93a4589dc1be,fashion_accessories,online_medium,paid_search,Other,0
bc2579cde838eb0fa8477f7efb1298d1,household_utilities,offline,direct_traffic,Home_Goods,0
693660429f9dc4ff704eb3d88dad54d7,audio_video_electronics,online_medium,social,Other,0
7d7866a99a8656a42c7ff6352a433410,household_utilities,offline,organic_search,Home_Goods,0
657969cca82e884d272385ec0ef06edd,fashion_accessories,industry,social,Other,1
b7140ce94c4514bf136a2c3f98e0476c,audio_video_electronics,online_small,unknown,Other,0
a50397ac35dc51ce40c4c3117828e4ec,audio_video_electronics,industry,paid_search,Other,1
d65d93b215feab3f997441e1e0a98ca5,computers,offline,paid_search,Tech,0
dda37071807e404c5bb2a1590c66326f,bags_backpacks,online_small,paid_search,Other,0
85be0b7181c48c393007b0002fdec79c,construction_tools_house_garden,online_medium,unknown,Home_Goods,0
671585f5a2af58b6e276bc01003c0d2b,household_utilities,online_medium,social,Home_Goods,0
4a1f694197d05fe70026b016a7316b41,home_decor,online_medium,paid_search,Home_Goods,0
3d3ccf2b2f8134b10dce9dd446f0e075,home_decor,online_medium,paid_search,Home_Goods,0
2cb6eb1b7185064167657fa09f541105,home_decor,online_medium,paid_search,Home_Goods,0
0fe3372ef9bebf177e6cb95fa0340fb6,construction_tools_house_garden,offline,organic_search,Home_Goods,0
964cb238d75d1e6c6e1f88adcdf14f42,construction_tools_house_garden,online_medium,paid_search,Home_Goods,0
167bde8a09cb3196874f3f7e2753a98d,toys,industry,organic_search,Other,1
c84592044b180dec206770c38603814b,audio_video_electronics,online_medium,unknown,Other,0
c3e1abd72a42fe690fcd89cf5720fe29,pet,online_big,organic_search,Other,0
4d0041cdbe51b4617d95c70b19decc74,car_accessories,industry,organic_search,Auto,1
4e0bb097aa0fb4e2f9a146b77698427a,car_accessories,offline,direct_traffic,Auto,0
77e81c45f03c23a7b43dbb0bdd905dff,health_beauty,online_small,direct_traffic,Health_Beauty,0
2fa13c8bd5705d279f7ed5cc9ec61c68,health_beauty,online_medium,unknown,Health_Beauty,0
9e54d45e5f30ed4f296bd25d4edada20,music_instruments,online_small,organic_search,Other,0
596d3b6f78d5a703bfce24b801d2fbdb,health_beauty,industry,organic_search,Health_Beauty,1
18e694e0e48ed6f7aa3f24aade5fd697,computers,online_medium,unknown,Tech,0
667ee4b0aece58908fae3fd1649b7e6c,handcrafted,online_medium,display,Other,0
fd435faa3c0422b60440ea3480d0e77c,music_instruments,online_big,unknown,Other,0
7816cd9c5b1238e320545f5bf7eb80e8,construction_tools_house_garden,online_big,organic_search,Home_Goods,0
713a71465d58d5315a36788861dfec4a,stationery,industry,paid_search,Other,1
4d54524ebf3e26769edc397a2eb26462,computers,online_top,paid_search,Tech,0
8dc50970bc5ef0bf96e6dc401caf0c1c,home_office_furniture,online_medium,display,Home_Goods,0
c963a25b8671419c6ce9eebe8fd03218,home_decor,online_medium,paid_search,Home_Goods,0
2aafae69bf4c41fbd94053d9413e87ee,stationery,online_medium,social,Other,0
3c6b1149911003e599410f60c7735bc6,audio_video_electronics,online_medium,organic_search,Other,0
9ebf0ac03992f6240c8339820ed03581,small_appliances,online_big,unknown,Other,0
65d5e688c5bba88c62953b3a97264d54,home_office_furniture,offline,organic_search,Home_Goods,0
013d100f608a64ec8275c038aedeb064,food_supplement,online_top,organic_search,Other,0
d66c11a9572221d92fbb8c4897db5f9b,household_utilities,industry,direct_traffic,Home_Goods,1
7d91f9d655df761fd0cf119733a61e74,perfume,online_medium,organic_search,Other,0
77d0bfeb12a6711682cc61a508f87313,health_beauty,online_beginner,unknown,Health_Beauty,0
01fd077212124329bac32490e8ef80d9,household_utilities,online_medium,unknown,Home_Goods,0
c0199604c0ca0863cd20b95aadd24427,phone_mobile,online_medium,organic_search,Tech,0
7461606ae81596a71b8a98fd0f2460b2,home_office_furniture,offline,unknown,Home_Goods,0
9d213f303afae4983637247556438ede,bed_bath_table,online_big,paid_search,Other,0
76bf0e3e7d311d9069d4512cc1a232d7,home_decor,online_small,unknown,Home_Goods,0
4ff8d644ff76721b86fdc7c75c48d4a6,car_accessories,online_medium,unknown,Auto,0
59ddca14932ec5557c099a51c4d5a58e,food_supplement,online_small,paid_search,Other,0
8c9348f33ae3dada25c99c99ade2af78,construction_tools_house_garden,online_small,paid_search,Home_Goods,0
89c4c1dfaab405a37514bda5243b0206,sports_leisure,online_small,referral,Other,0
f1b854361f4e15d5851b494df66f22b2,pet,online_big,direct_traffic,Other,0
c8665a4dd081a2c436b1cd921079d0d9,car_accessories,online_medium,direct_traffic,Auto,0
138dbe45fc62f1e244378131a6801526,household_utilities,online_medium,paid_search,Home_Goods,0
b25ec1aff84400104d63eadc3b3052fa,audio_video_electronics,offline,paid_search,Other,0
3917f19baf48b61b7c9a106ea10ad953,small_appliances,online_big,organic_search,Other,0
eb72802c83dc7547529c9546d1a9b8ef,health_beauty,online_medium,organic_search,Health_Beauty,0
b67d6c666e8dce1d078c882825e12704,sports_leisure,online_medium,unknown,Other,0
980640c45d7a4635885491d077167e4d,bags_backpacks,online_medium,unknown,Other,0
d84ecc09e7c9517825a219be37aca08b,car_accessories,offline,paid_search,Auto,0
dc7192adf8ba09569261f4a8d576afe0,household_utilities,online_medium,unknown,Home_Goods,0
43037711a5c131786d1633e96185d278,pet,online_big,organic_search,Other,0
3b2386b23bc4807a467c2ea5770cdd80,household_utilities,online_medium,social,Home_Goods,0
c30eb4a935f1ea375393aa691a69b19c,audio_video_electronics,online_medium,organic_search,Other,0
ffad1e7127fb622cb64a900751590acd,home_decor,online_medium,organic_search,Home_Goods,0
7b98de631987e26dd6d803490c43a13c,construction_tools_house_garden,industry,organic_search,Home_Goods,1
77d81755dbf8e62faa0fb683e1a802c6,home_appliances,online_top,paid_search,Home_Goods,0
70bf57d811208f8923b41bbd499a67a4,small_appliances,online_medium,direct_traffic,Other,0
4018093c0809ddcb1f633ed5cc3f5eb2,home_decor,online_medium,organic_search,Home_Goods,0
4de7a9f2b6acffd74c9f148f8902b854,watches,online_medium,organic_search,Other,0
bc8c8d665ec4664d286be0d521722b19,food_drink,online_medium,organic_search,Other,0
a63bfbaa882c8f4542891b4e2246cc7f,health_beauty,online_big,referral,Health_Beauty,0
33d677f27a69b84051204ee4ae76eaca,food_drink,offline,direct_traffic,Other,0
92887d76687f9477f1c7f759bc4a225b,home_office_furniture,online_beginner,unknown,Home_Goods,0
8a8835a43bda99fd37310ad76c457510,car_accessories,online_big,referral,Auto,0
0873d9f8f36123f8d910f4760e788cfb,audio_video_electronics,online_medium,unknown,Other,0
59bbc819b99a733f02f0d6b49d1c253d,car_accessories,online_medium,organic_search,Auto,0
