seller_id,seller_zip_code_prefix,seller_city,seller_state,seller_region,is_hub_seller
0c8380b62e38e8a1e6adbeba7eb9688c,37410,Tres Coracoes,MG,SE,0
37be5a7c751166fbc5f8ccba4119e043,4248,Sao Paulo,SP,SE,1
87d73636a3acf123e842bb890a4db036,15190,Nhandeara,SP,SE,1
3d3ccf2b2f8134b10dce9dd446f0e075,14940,Ibitinga,SP,SE,1
e24d3429d294b2eb200b064ebb035879,3514,Sao Paulo,SP,SE,1
44073f8b7e41514de3b7815dd0237f4f,71070,Brasilia,DF,CO,0
05ca864204d09595ae591b93ea9cf93d,6465,Barueri,SP,SE,1
9d39404483343dd55c7ae254494d8388,1044,Sao Paulo,SP,SE,1
f9eda05b67bef472deaddbba84aca289,88870,Orleans,SC,S,0
75745ef7bc7d4f3ea3380f6f5303f514,70384,Brasilia,DF,CO,0
0692610d8abe24f287e9fae90ea0bbee,2310,Sao Paulo,SP,SE,1
7b07b3c7487f0ea825fc6df75abd658b,2016,Sao Paulo,SP,SE,1
99002261c568a84cce14d43fcffb43ea,78095,Cuiaba,MT,CO,0
e5899683388855d3dabe8913bbe365de,13575,Sao Carlos,SP,SE,1
784ba75dd9d20200c4caed3d7a77141a,1040,Sao Paulo,SP,SE,1
099095b050cfe8eb1ddff5317587e96e,3322,Sao Paulo,SP,SE,1
0ad80de75c811326389cfb1daba7d45e,20261,Rio De Janeiro,RJ,SE,0
b9a03475e6447e631b6799ec8274800f,85830,Formosa Do Oeste,PR,S,0
ba6b4a237f92479743cf0ca06b67a9ac,23550,Rio De Janeiro,RJ,SE,0
ea00f977a203ff88adf7057cb7806998,11085,Santos,SP,SE,1
82e0a475a88cc9595229d8029273f045,3417,Sao Paulo,SP,SE,1
ad75519a07f039025e83795a4418470f,76500,Santa Terezinha De Goias,GO,CO,0
34aefe746cd81b7f3b23253ea28bef39,81210,Curitiba,PR,S,0
ed4acab38528488b65a9a9c603ff024a,8260,Sao Paulo,SP,SE,1
f0837c8d71434931d9e38e7b79234797,95995,Arvorezinha,RS,S,0
fce62094ffe6a4009188ec44e681dfdd,4674,Sao Paulo,SP,SE,1
ebef8d8c92b4fd3226e5d407bbff21ac,14020,Ribeirao Preto,SP,SE,1
d73cbd89533ce8b041a9190241453ac8,36525,Guiricema,MG,SE,0
75a4764c108403a7a0575140cb22287c,95072,Caxias Do Sul,RS,S,0
70c0fda4c313d87115644d39e62eec60,55004,Caruaru,PE,NE,0
ffcfefa19b08742c5d315f2791395ee5,80045,Curitiba,PR,S,0
26e13b6ff5b641b329e5524241ee2c93,14401,Franca,SP,SE,1
0ade5cc4a305ed7093a23f68ca47519c,81030,Curitiba,PR,S,0
fc59392d66ef99377e50356ee4f3b4e1,40243,Salvador,BA,NE,0
b18dc380845b24038cfc48006478f099,9951,Diadema,SP,SE,1
f22a247b79dd22ecd91dc8e3b2a1b07c,8573,Itaquaquecetuba,SP,SE,1
889009a0ed0bb52c87819941192931b8,18682,Lencois Paulista,SP,SE,1
ffc470761de7d0232558ba5e786e57b7,7091,Guarulhos,SP,SE,1
4c498c7345e89aebad651544829beca0,6341,Carapicuiba,SP,SE,1
01bcc9d254a0143f0ce9791b960b2a47,76400,Uruacu,GO,CO,0
f021c962aaba8ef6eb527a9c2c8394d1,88301,Itajai,SC,S,0
024b564ae893ce8e9bfa02c10a401ece,3280,Sao Paulo,SP,SE,1
a513150f33f99a06569e9cd5c4bb889b,1545,Sao Paulo,SP,SE,1
c1dde11f12d05c478f5de2d7319ad3b2,1026,Sao Paulo,SP,SE,1
02f5837340d7eb4f653d676c7256523a,80620,Curitiba,PR,S,0
7b98de631987e26dd6d803490c43a13c,87900,Loanda,PR,S,0
f12ff17ad8bbf01ec5c33b17e506649b,3186,Sao Paulo,SP,SE,1
a64e44665225d19dfc0277eeeaaccc57,19400,Sao Paulo,SP,SE,1
6a8a889bde935bafa76d7848782dfaf9,2839,Sao Paulo,SP,SE,1
42b6488f5b8246d9141712abd4b1b693,87014,Maringa,PR,S,0
d6cd01c59123df02fc226eadbadb5f89,1207,Sao Paulo,SP,SE,1
c8e135e7b21ecbc36c1153a29d2f5a06,1411,Sao Paulo,SP,SE,1
229c3efbfb0ea2058de4ccdfbc3d784a,30190,Belo Horizonte,MG,SE,0
f9a02f1922d1de564392e656d82b3fda,8502,Ferraz De Vasconcelos,SP,SE,1
9523fb39dd240aa958e040f8183d64f3,1541,Sao Paulo,SP,SE,1
95ec4458365c4d11f452ccf538377619,13481,Limeira,SP,SE,1
6ec1a01e866584bb679eb9b098345919,11040,Santos,SP,SE,1
f6122bc84774df1b372bdb3bb88ddb9f,6436,Barueri,SP,SE,1
fa40cc5b934574b62717c68f3d678b6d,2310,Sao Paulo,SP,SE,1
623ad9d0c1e14bb5464a8c72bff7b4af,35530,Claudio,MG,SE,0
c0098efcf800861dcae589affca31408,14080,Ribeirao Preto,SP,SE,1
a63bfbaa882c8f4542891b4e2246cc7f,24355,Niteroi,RJ,SE,0
48b6c3f4c6a93171da04b75313f2130f,17700,Osvaldo Cruz,SP,SE,1
270d3ef21830ad0ecf3a6c53d08a533a,6380,Carapicuiba,SP,SE,1
89c127985a8b130cfa45c1d36764017a,6016,Osasco,SP,SE,1
8b2492b7ff4468839593fafeed55bad9,24451,Sao Goncalo,RJ,SE,0
1e9d5a33694bddb76316fd1f54734d20,78820,Jaciara,MT,CO,0
5e49e3a44bdeb5aab2684258bbd4f525,88330,Balenario Camboriu,SC,S,0
8e34331b7eedd03be4e5d965c1956225,4009,Sao Paulo,SP,SE,1
aaed1309374718fdd995ee4c58c9dfcd,89120,Timbo,SC,S,0
11d4c477d09821164bca4f70a2eae031,14075,Ribeirao Preto,SP,SE,1
ff314fa6033cc68ec451c47aee2d6ba4,5424,Sao Paulo,SP,SE,1
d1c7fa84e48cfa21a0e595167c1c500e,99730,Jacutinga,RS,S,0
c7246702dc991a06d788120dc7544391,60440,Fortaleza,CE,NE,0
e819bcfade7b5d88a27325eb6cfd62c5,7242,Guarulhos,SP,SE,1
6d2f2e3b539480db1e0842b3a4e32e6e,7051,Guarulhos,SP,SE,1
e88165a185134e13fdfc85d4fa654db8,8517,Ferraz De  Vasconcelos,SP,SE,1
9e6229250fedbe05838fef417b74e7fb,16800,Mirandopolis,SP,SE,1
5abb8ea023c77787f2c15da891c8d384,89228,Joinville,SC,S,0
1d953075c2f0dd990bacf27b83b330f1,30421,Belo Horizonte,MG,SE,0
817245bcc3badd82bbd222e0366951a6,17056,Bauru,SP,SE,1
caa9bc43a9fe8cf9c564ddd8a03cc4a6,12308,Jacarei,SP,SE,1
615005a3ef192c00c6f0e977cee3d2bc,13304,Itu,SP,SE,1
1284de4ae8aa26997e748c851557cf0e,85301,Laranjeiras Do Sul,SP,SE,1
5fd924b4836098a5be0ecf81ba054ce0,3554,Sao Paulo,SP,SE,1
7178f9f4dd81dcef02f62acdf8151e01,89560,Videira,SC,S,0
8132b9bd16876e1b0f8808d43825dd48,88058,Florianopolis,SC,S,0
3f995f07c49d0d55a99d5c54957f7d81,6853,Itapecerica Da Serra,SP,SE,1
a6bd7d1ccdac48c6b33b28596b7eb122,58280,Mamanguape,PB,NE,0
6650fcccd8cd2f7e55ffa524f30c4c59,8490,Sao Paulo,SP,SE,1
3db66a856d18a9cba7c9241fc5221c50,35430,Ponte Nova,MG,SE,0
8b181ee5518df84f18f4e1a43fe07923,87360,Goioere,SP,SE,1
10ff823eda2b032e2c93d17a7d294736,17280,Pederneiras,SP,SE,1
b4a476fbd28de64b1e347abf9089366a,6653,Itapevi,SP,SE,1
39c763cca83e654764b7a4a650fb9b7c,74563,Goiania,GO,CO,0
dadc51ef321949ec9a3ab25cd902e23d,4821,Sao Paulo,SP,SE,1
83b08de96980757220871b31bf6cffca,21820,Rio De Janeiro,RJ,SE,0
14a08204d03bb6b6bde8029f801ae0eb,1026,Sao Paulo,SP,SE,1
bee36b4f9a2b9fdcaff6ec05df202ed0,3308,Sao Paulo,SP,SE,1
28872dc528e978a639754bc8c2ce5a4c,95070,Caxias Do Sul,RS,S,0
c85d7b477a709c85a1e8b8f25aa1b270,9640,Sao Bernardo Do Campo,SP,SE,1
739c7d7be81f63812dea0d1b1451c651,58400,Campina Grande,PB,NE,0
657969cca82e884d272385ec0ef06edd,93608,Estancia Velha,RS,S,0
455befea1bb853c75ccbca94cff26e5c,27525,Resende,RJ,SE,0
800214c63934acd05d47e84214db8ba8,89251,Jaragua Do Sul,SC,S,0
5cf1ec37aea089f45110c70653a166ab,2215,Sao Paulo,SP,SE,1
0a82f5fb06a4fe4ac2cf7cb412ec71b8,5524,Sao Paulo,SP,SE,1
e45edf75f568ed2f93f78d060e246e25,22790,Rio De Janeiro,RJ,SE,0
3d621842b2ed28e2b474132480edac3c,8041,Sao Paulo,SP,SE,1
baf15155e37ef5492731459bdc05be8a,5715,Sao Paulo,SP,SE,1
c0aff2da32c17759d30b22fb0af6649d,88032,Florianopolis,SC,S,0
a17f621c590ea0fab3d5d883e1630ec6,18055,Sorocaba,SP,SE,1
4deebb3199eeafb282ae33229144f94b,2112,Sao Paulo,SP,SE,1
9d69ba0a7a626a64dc5db08e529559cf,14075,Ribeirao Preto,SP,SE,1
f92d8c817434bd2d84d4e9c61322b7fa,18048,Sorocaba,SP,SE,1
8ca5b19e0263150d2c57afdde2b3d011,9336,Maua,SP,SE,1
eec3469d83e142f9a104886655338c37,17030,Bauru,SP,SE,1
55bb6fe5bebe5012e2d7d9928e1128ff,17052,Bauru,SP,SE,1
d180e07dc1e58c31c3f0cd599dc4d945,30620,Belo Horizonte,MG,SE,0
d6b1ce66b035a475f00c017792ff9769,13327,Salto,SP,SE,1
3aa3c89ae3cd482385568be76120f63c,74343,Goiania,GO,CO,0
fe4cd9461203cee790d36792420b310f,35300,Caratinga,MG,SE,0
c3aad7dc65449ae90a5e9c3c6c1e78e0,15350,Auriflama/Sp,SP,SE,1
f5fea3ffed6c2e889bab72705557c63a,21240,Rio De Janeiro,RJ,SE,0
ececbfcff9804a2d6b40f589df8eef2b,14407,Franca,SP,SE,1
a254c682cc01e119f83530446f1df9a9,16500,Cafelandia,SP,SE,1
830379336fad8c6f3b15a4a3ddb5c66e,2518,Sao Paulo,SP,SE,1
7d13fca15225358621be4086e1eb0964,14050,Ribeirao Preto,SP,SE,1
1b4c3a6f53068f0b6944d2d005c9fc89,88730,Sao Ludgero,SC,S,0
b92e3c8f9738272ff7c59e111e108d7c,36502,Uba,MG,SE,0
b8555308bfdb4ca1ed54325a58da9a97,9751,Sao Bernardo Do Campo,SP,SE,1
71593c7413973a1e160057b80d4958f6,3407,Sao Paulo / Sao Paulo,SP,SE,1
1dc2de47ee26a0a5b12dc14fd6dc0dea,14940,Ibitinga,SP,SE,1
6c6e3d67f969468f3bfd33f827a31222,87035,Maringa,PR,S,0
66d5ae34537110d3affc56174dad2b2f,15062,Sao Jose Do Rio Preto,SP,SE,1
781a66c0d89e30814d49fe8b5e14cd07,13064,Campinas,SP,SE,1
a4bd6e9adf39b63f43dc545d3ca1f53d,21020,Rio De Janeiro,RJ,SE,0
f88adb15807168d3c43d71021090ce4a,13660,Porto Ferreira,SP,SE,1
fa8d335d68129e464e60c1826a683e96,95660,Tres Coroas,RS,S,0
f12d3c2a14729ae461b920c11fe20fdc,9080,Santo Andre,SP,SE,1
4917cee8d902e13428c3ec4b1ca6f315,89031,Blumenau,SC,S,0
741f8c587cb4248ebc5b779a0e8e0e51,9110,Santo Andre,SP,SE,1
4bcec44888b30ba9001234c534716d3f,9230,Santo Andre,SP,SE,1
a663d9c3797e90eac99ff60939416a56,3951,Sao Paulo,SP,SE,1
dff87e4de60c9736ce8df835951b09bc,3172,Sao Paulo,SP,SE,1
ac1ed5fc15901fbc92920361eb4ab350,3334,Sao Paulo,SP,SE,1
f9903dd0f812c7e771fcad47b6fff231,89070,Blumenau,SC,S,0
ac9b01377919cdbd2a1bbb8d5837c70b,8773,Mogi Das Cruzes,SP,SE,1
5011f0d93373a4c5753adf58ca77af8d,11013,Santos,SP,SE,1
a4e634166243bbb3a13fa584463fa468,6286,Osasco,SP,SE,1
50bf89f1349bc0409a268c3a49678009,15155,Jaci,SP,SE,1
50c9975695009e5e6473912e83a6d1da,35530,Claudio,MG,SE,0
42d4b7e70819438f5ada61c965e92d7e,74045,Goiania,GO,CO,0
7aa4334be125fcdd2ba64b3180029f14,18500,Laranjal Paulista,SP,SE,1
b14db04aa7881970e83ffa9426897925,18048,Sorocaba,SP,SE,1
fac1a9017ade7bdc94058fc1c969f355,1126,Sao Paulo,SP,SE,1
31ae0774c17fabd06ff707cc5bde005f,13478,Americana,SP,SE,1
f0ec6a2adb05c62655a26dd347b8dede,1303,Sao Paulo,SP,SE,1
cc1f04647be106ba74e62b21f358af25,2739,Sao Paulo,SP,SE,1
1099a00e0ee3a50935e6c2447ca090c5,20921,Rio De Janeiro,RJ,SE,0
3d700782d7818f2c1e0d7a9e9d75fc00,86170,Sertanopolis,SP,SE,1
a3e9a2c700480d9bb01fba070ba80a0e,14940,Ibitinga,SP,SE,1
c3f5668699a1b04c0fa61ecea1e2bff6,86808,Apucarana,PR,S,0
80f2cf9abf6b5a0e5c612b5eea6646e6,15046,Sao Jose Do Rio Preto,SP,SE,1
516e7738bd8f735ac19a010ee5450d8d,22230,Rio De Janeiro,RJ,SE,0
4fe2f67634d00c021aa01f96b6f2d68e,87035,Maringa,PR,S,0
9f505651f4a6abe901a56cdc21508025,4102,Sao Paulo,SP,SE,1
17adeba047385fb0c67d8e90b4296d21,7052,Guarulhos,SP,SE,1
7142540dd4c91e2237acb7e911c4eba2,16301,Penapolis,SP,SE,1
c04d70d515d15a7e3db3a73320598566,24020,Niteroi,RJ,SE,0
a3a38f4affed601eb87a97788c949667,89204,Joinville,SC,S,0
744dac408745240a2c2528fb1b6028f3,83408,Colombo,PR,S,0
9b013e03b2ab786505a1d3b5c0756754,11450,Vicente De Carvalho,SP,SE,1
8b9d6eec4a7eb7d0f9d579ce0b38324d,26562,Mesquita,RJ,SE,0
38e679b9e0064cd94c6f035707344dae,86010,Londrina,PR,S,0
5444b12c82f21c923f2639ebc722c1ea,2051,Sao Pauo,SP,SE,1
83deb69e889cf80f82be1dc6d5f2d486,88056,Florianopolis,SC,S,0
54aa8463e87776b5612f4bdc4bd5d4de,30550,Belo Horizonte,MG,SE,0
2e7ea2aafec5835e781b21d6d1faf1f1,2820,Sao Paulo,SP,SE,1
79ebd9a61bac3eaf882805ed4ecfa12a,85802,Cascavel,PR,S,0
1cbd50a8c52e6cf8e315c5709fab386f,83830,Fazenda Rio Grande,PR,S,0
e503f22be6a4f456d9851920a5d9c670,4508,Sao Paulo,SP,SE,1
88af55b4a7ca402b27df16f7c7c9b5d2,6775,Taboao Da Serra,SP,SE,1
5f3ae9136c875522250f8184f253413a,1550,Sao Paulo,SP,SE,1
b026643914f651e8371425e5b8a1e780,22783,Rio De Janeiro,RJ,SE,0
26af45f5dfd967225a832838aa4e24a3,81070,Curitiba,PR,S,0
9dd459b29a14bf89d47183cf2cd0e4c7,4716,Sao Paulo,SP,SE,1
8e6d7754bc7e0f22c96d255ebda59eba,12233,Sao Jose Dos Campos,SP,SE,1
e250d617a0ad591ba9bd663e584a895d,7084,Guarulhos,SP,SE,1
92c8bc6e8f925792247656fed09aad65,3384,Sao Paulo,SP,SE,1
e53d5b9b29d1218281f4a907ada18626,85903,Toledo,PR,S,0
3ca08eeb8d5595949fed424bd3677742,82510,Curitiba,PR,S,0
cbd996ad3c1b7dc71fd0e5f5df9087e2,15081,Sao Jose Do Rio Preto,SP,SE,1
8daab2245ebdc277c51098d01c5ad8ef,8411,Sao Paulo,SP,SE,1
15b3b1b81484422eb41df68ac87f1f50,17047,Bauru,SP,SE,1
e067ad2c1c0b48758eb1b5228bcf7a68,11045,Santos,SP,SE,1
f626e15b7314c267e4429010866f70e9,85960,Marechal Candido Rondon,SP,SE,1
f1fd5ab1181f827ffad998c1a5de7d74,80010,Curitiba,PR,S,0
a7c88262832dfc683781d6a421edefae,8710,Mogi Das Cruzes,SP,SE,1
6b1c4d4d9ccf0be3d8544eb0e71e5318,91130,Porto Alegre,RS,S,0
4e85b538b0dad58852641540686d0e14,12238,Sao Jose Dos Campos,SP,SE,1
093805f8f2aeb63881444571e1f48f30,6236,Osasco,SP,SE,1
5acd070dd3fe441bbb2ec1f1ede515ee,13203,Jundiai,SP,SE,1
3c010235b7345c92f125d14ee232a76b,83800,Mandirituba,PR,S,0
cb9fb4ca75d7ba8437480e8dde64fe98,3551,Sao Paulo,SP,SE,1
ce33c6211beaa8fef4cae8b52db39862,8655,Suzano,SP,SE,1
081acf3de680d554796c9cf041be7bc2,33200,Vespasiano,MG,SE,0
6989574bd97d9773f10d232b6c07da59,80040,Curitiba,PR,S,0
535bf14f36346c7f59d87cece104d70c,20735,Rio De Janeiro,RJ,SE,0
8501d82f68d23148b6d78bb7c4a42037,89031,Blumenau,SC,S,0
7f02656561b680def9986c0795a8a080,1417,Sao Paulo,SP,SE,1
57a834594e1e9e9219603bfec184eadc,98780,Santa Rosa,RS,S,0
8fd3b4468f6425810648177996c14cbd,15015,Sao Jose Do Rio Preto,SP,SE,1
6d803cb79cc31c41c4c789a75933b3c7,14600,Sao Joaquim Da Barra,SP,SE,1
5f2684dab12e59f83bef73ae57724e45,5125,Sao Paulo,SP,SE,1
713e3a23ca5e47786eb6f0d99f94cfac,81050,Curitiba,PR,S,0
f97e2b0650c2068227e1d366140eb62f,13830,Santo Antonio De Posse,SP,SE,1
8b321bb669392f5163d04c59e235e066,1212,Sao Paulo,SP,SE,1
32f83ffe11cd40f7adcf4eef171f52d9,97502,Uruguaiana,RS,S,0
76d64c4aca3a7baf218bf93ef7fa768d,80215,Curitiba,PR,S,0
d06d019f72a04e5497a0b64190af170c,6703,Cotia,SP,SE,1
ec80e49e69745ab6c14f984bf2149423,13480,Limeira,SP,SE,1
f8f35af4634605e6693c17cc3ffff5a8,37400,Campanha,MG,SE,0
004c9cd9d87a3c30c522c48c4fc07416,14940,Ibitinga,SP,SE,1
3bdff180c7e1f6551a643b99c265a120,4811,Sao Paulo,SP,SE,1
6b89abe95848c850399130d149a39b63,75640,Piracanjuba,GO,CO,0
aced59e9b31ef866a94f9e7f29d8d418,3306,Sao Paulo,SP,SE,1
