zip_code_prefix,lat,lng,geo_city,geo_state
1043,-23.545781968088136,-46.641376633648726,sao paulo,SP
1044,-23.545662511930896,-46.641384647440745,sao paulo,SP
1045,-23.542392919396363,-46.64280268887412,sao paulo,SP
1046,-23.54608112703553,-46.64381018541167,sao paulo,SP
1047,-23.54627311241268,-46.64122516971552,sao paulo,SP
1048,-23.547162090484132,-46.639559140501504,sao paulo,SP
1049,-23.54775736886144,-46.64021604302036,sao paulo,SP
1050,-23.54898587913322,-46.643139396906825,sao paulo,SP
1101,-23.526091267557256,-46.63137211754856,sao paulo,SP
1102,-23.52261021648681,-46.62942387523806,sao paulo,SP
1103,-23.535453394396647,-46.63170629156326,sao paulo,SP
1104,-23.53500886427381,-46.62963536441802,sao paulo,SP
1105,-23.534220153759595,-46.62957259920161,sao paulo,SP
1106,-23.531046789341573,-46.62865354731952,sao paulo,SP
1107,-23.527488477667426,-46.62717387010217,sao paulo,SP
1108,-23.52756187663738,-46.629436653975944,sao paulo,SP
1109,-23.52443609001689,-46.627455970858094,sao paulo,SP
1120,-23.530534789485802,-46.63934288253786,sao paulo,SP
1121,-23.528535045242062,-46.63568569080736,sao paulo,SP
1122,-23.531280767701485,-46.63949768858565,sao paulo,SP
1123,-23.52934877491485,-46.63675764418032,sao paulo,SP
1124,-23.528344494864104,-46.63298459547579,sao paulo,SP
1125,-23.526997009435053,-46.64019737301636,sao paulo,SP
1126,-23.526578205248406,-46.63928793769115,sao paulo,SP
1127,-23.525865151956253,-46.640097743551244,sao paulo,SP
1128,-23.52383699278664,-46.640687789197344,sao paulo,SP
1129,-23.524372634196983,-46.64555244317329,sao paulo,SP
1130,-23.523328708292496,-46.64480241771019,sao paulo,SP
1131,-23.522384592979957,-46.6458632305816,sao paulo,SP
1132,-23.520905455450425,-46.64840659893825,sao paulo,SP
1133,-23.519658499855773,-46.65398781890184,sao paulo,SP
1134,-23.51867680707737,-46.6531159131789,sao paulo,SP
1135,-23.526908245080445,-46.65089423910785,sao paulo,SP
1136,-23.52350959838998,-46.66362145420966,sao paulo,SP
1137,-23.523144766840574,-46.652821735882625,sao paulo,SP
1138,-23.52250374604707,-46.65541993450284,sao paulo,SP
1139,-23.52076037607479,-46.66428988130433,sao paulo,SP
1140,-23.51877961656762,-46.668707598923476,sao paulo,SP
1141,-23.52011919677996,-46.66584000098096,sao paulo,SP
1142,-23.51993430515264,-46.6251300217966,sao paulo,SP
1144,-23.52375483986375,-46.67201579877662,sao paulo,SP
1150,-23.53286949347912,-46.6574641552888,sao paulo,SP
1151,-23.531294001384985,-46.65640409394658,sao paulo,SP
1152,-23.52976297446478,-46.655657718208005,sao paulo,SP
1153,-23.528899184286484,-46.653736572999,sao paulo,SP
1154,-23.53105219053323,-46.65897749694157,sao paulo,SP
1155,-23.52899269085843,-46.66332089785909,sao paulo,SP
1156,-23.5295707260661,-46.665109917017695,sao paulo,SP
1189,-23.53210825506378,-46.63839470107914,sao paulo,SP
1200,-23.531567773241413,-46.64986907784642,sao paulo,SP
1201,-23.53560024965375,-46.64935629739165,sao paulo,SP
1202,-23.53254550916093,-46.649174992786634,sao paulo,SP
1203,-23.535415346240402,-46.64578356709849,sao paulo,SP
1204,-23.53740232530147,-46.64333793316141,sao paulo,SP
1205,-23.540422285042407,-46.639694812799306,sao paulo,SP
1206,-23.536609489728185,-46.64244480598998,sao paulo,SP
1207,-23.539369243407013,-46.638486209821714,sao paulo,SP
1208,-23.538629283657414,-46.63879850083671,sao paulo,SP
1209,-23.540729963085703,-46.64193701762936,sao paulo,SP
1210,-23.54001446169717,-46.64255169727044,sao paulo,SP
1211,-23.53775281626178,-46.64828925797796,sao paulo,SP
1212,-23.537493461278807,-46.63974517262972,sao paulo,SP
1213,-23.53641828005074,-46.64006458881068,sao paulo,SP
1214,-23.539690634196997,-46.6462616555486,sao paulo,SP
1215,-23.53610606771887,-46.64768840536092,sao paulo,SP
1216,-23.533621731894478,-46.64767750916093,sao paulo,SP
1217,-23.533271512767612,-46.64940663613022,sao paulo,SP
1218,-23.53151235913791,-46.64923040487045,sao paulo,SP
1219,-23.541467521784305,-46.64533737490615,sao paulo,SP
1220,-23.544387199001655,-46.646171140169606,sao paulo,SP
1221,-23.545862025535225,-46.64865339647412,sao paulo,SP
1222,-23.54549460399061,-46.650239412718506,sao paulo,SP
1223,-23.54385853621104,-46.64825318186277,sao paulo,SP
1224,-23.541700665229538,-46.65257086372554,sao paulo,SP
1225,-23.539683583126543,-46.649154719401,sao paulo,SP
1226,-23.53796433221771,-46.6524429245354,sao paulo,SP
1227,-23.54785986816893,-46.658684483755614,sao paulo,SP
1228,-23.548027863876406,-46.65885543640624,sao paulo,SP
1229,-23.539113681372296,-46.65672261893353,sao paulo,SP
1230,-23.536610638496157,-46.65758461809682,sao paulo,SP
1231,-23.537368424923542,-46.6596418411045,sao paulo,SP
1232,-23.53676737440136,-46.65894785581968,sao paulo,SP
1233,-23.53508762170351,-46.66150428628315,sao paulo,SP
1234,-23.539587979497195,-46.664315262132895,sao paulo,SP
1235,-23.53696646891052,-46.66424678602334,sao paulo,SP
1236,-23.543693004717525,-46.66730969373587,sao paulo,SP
1237,-23.54343710740668,-46.66857970266179,sao paulo,SP
1238,-23.542944348058064,-46.65326703830284,sao paulo,SP
1239,-23.54716236816894,-46.65543934860632,sao paulo,SP
1240,-23.543513068267124,-46.658854865658775,sao paulo,SP
1241,-23.54561360866176,-46.6571419730798,sao paulo,SP
1242,-23.54677167554392,-46.65749567638062,sao paulo,SP
1243,-23.548283805860088,-46.6593134403312,sao paulo,SP
1244,-23.54997038412488,-46.660711431588645,sao paulo,SP
1245,-23.54929680904841,-46.66409038190318,sao paulo,SP
1246,-23.554528835160557,-46.6664913126551,sao paulo,SP
1247,-23.550644849847075,-46.66920043865777,sao paulo,SP
1248,-23.547336999163274,-46.66800983458364,sao paulo,SP
1249,-23.548348576879796,-46.67079893852787,sao paulo,SP
1250,-23.54775479265979,-46.67201761547111,sao paulo,SP
1251,-23.547933502914184,-46.674594927145236,sao paulo,SP
1252,-23.541830575220686,-46.67913146606285,sao paulo,SP
1253,-23.544687097350565,-46.67914691801201,sao paulo,SP
1254,-23.542531082982304,-46.68191419135562,sao paulo,SP
1255,-23.546313293640743,-46.68140007144644,sao paulo,SP
1256,-23.548154323330905,-46.68272870337296,são paulo,SP
1257,-23.54361420483005,-46.68766584999129,sao paulo,SP
1258,-23.544731000836723,-46.68676936635128,sao paulo,SP
1259,-23.54150682209015,-46.685164012767615,sao paulo,SP
1262,-23.550856391462712,-46.67735184892536,sao paulo,SP
1290,-23.54096134139296,-46.657748702752585,são paulo,SP
1301,-23.54892611157596,-46.65182114501704,sao paulo,SP
1302,-23.547802863696884,-46.64783924999999,sao paulo,SP
1303,-23.54919071579432,-46.64818240521669,sao paulo,SP
1304,-23.55409477837729,-46.656003407510504,sao paulo,SP
1305,-23.55168936303304,-46.65138434110452,sao paulo,SP
1306,-23.553932290870787,-46.64978128795658,sao paulo,SP
1307,-23.5528355903399,-46.65316948972822,sao paulo,SP
1308,-23.555909891482465,-46.65324841993188,sao paulo,SP
1309,-23.554620524006012,-46.65850520621502,sao paulo,SP
1310,-23.561264556754605,-46.6565542389636,sao paulo,SP
1311,-23.56471213211952,-46.65274077352985,sao paulo,SP
1312,-23.556049111529205,-46.64974666729382,sao paulo,SP
1313,-23.556815612833606,-46.65074498528482,sao paulo,SP
1314,-23.551730864822066,-46.6451120738357,sao paulo,SP
1315,-23.554264840412014,-46.640592583242125,sao paulo,SP
1316,-23.552916506520862,-46.63970305438866,sao paulo,SP
1317,-23.555771764343227,-46.639553016612446,sao paulo,SP
1318,-23.555771764343227,-46.639553016612446,sao paulo,SP
1319,-23.551666072162263,-46.64123080586009,sao paulo,SP
1320,-23.55796144157196,-46.63947868679663,sao paulo,SP
1321,-23.56373026311385,-46.64228881932018,sao paulo,SP
1322,-23.563294082982303,-46.64348420621503,sao paulo,SP
1323,-23.56640335729583,-46.64158540455872,sao paulo,SP
1324,-23.556372066333893,-46.64329164931619,sao paulo,SP
1325,-23.557262898695825,-46.64448070760001,sao paulo,SP
1326,-23.55579026923128,-46.64553046964562,sao paulo,SP
1327,-23.565974071325552,-46.64484410309317,sao paulo,SP
1328,-23.555705605603343,-46.64727675,sao paulo,SP
1329,-23.562280655288813,-46.64770279141904,sao paulo,SP
1330,-23.558617456287138,-46.64971032514858,sao paulo,SP
1331,-23.562336279762278,-46.6503277425703,sao paulo,SP
1332,-23.559618054532898,-46.65244033804608,sao paulo,SP
1333,-23.566621736049424,-46.64674897189683,sao paulo,SP
1401,-23.57538559651848,-46.65718691736133,sao paulo,SP
1402,-23.57865694118888,-46.660826554315584,sao paulo,SP
1403,-23.569131583674803,-46.65370444517863,sao paulo,SP
1404,-23.56876704094289,-46.65597109096028,sao paulo,SP
1405,-23.565713039961945,-46.65577318166076,sao paulo,SP
1406,-23.576796016778324,-46.67132872287777,sao paulo,SP
1407,-23.577273911189312,-46.67300311656761,sao paulo,SP
1408,-23.56727846295225,-46.66120351442673,sao paulo,SP
1409,-23.559888510127543,-46.65612221732353,sao paulo,SP
1410,-23.562466386346568,-46.660461365110514,sao paulo,SP
1411,-23.5641124118818,-46.6645303395753,sao paulo,SP
1412,-23.56428136940969,-46.66669384347044,sao paulo,SP
1413,-23.561366521236057,-46.663572981678136,sao paulo,SP
1414,-23.55936593311784,-46.66318410115993,sao paulo,SP
1415,-23.555200641958606,-46.66050841271853,sao paulo,SP
1416,-23.559990663338887,-46.667473674851415,sao paulo,SP
1417,-23.56141411907777,-46.66621924231049,sao paulo,SP
1418,-23.56312173510022,-46.656566708353616,sao paulo,SP
1419,-23.56410597890817,-46.655402039413694,sao paulo,SP
1420,-23.56442600742329,-46.65680586903512,sao paulo,SP
1421,-23.563184516374296,-46.66042147807144,sao paulo,SP
1422,-23.563886468780627,-46.66113179724742,sao paulo,SP
1423,-23.56976284096028,-46.65677240798665,sao paulo,SP
1424,-23.568143647786982,-46.66117892867444,sao paulo,SP
1425,-23.572803394944913,-46.6592021873449,sao paulo,SP
1426,-23.566558462952248,-46.66567254870451,sao paulo,SP
1427,-23.573185889260767,-46.66156307369149,sao paulo,SP
1428,-23.57417026852388,-46.6621165551676,sao paulo,SP
1429,-23.57637083097695,-46.66351199901904,sao paulo,SP
1430,-23.57471529280402,-46.66616127309717,sao paulo,SP
1431,-23.57604471440934,-46.665092734116186,sao paulo,SP
1432,-23.57681026005544,-46.66595134970284,sao paulo,SP
1433,-23.577661519562607,-46.669148129897806,sao paulo,SP
1434,-23.57448840660167,-46.67268991895092,sao paulo,SP
1435,-23.57902260935425,-46.670462300652076,sao paulo,SP
1436,-23.57249501637429,-46.667432996393316,sao paulo,SP
1437,-23.572404732731197,-46.6720207076,sao paulo,SP
1438,-23.570470456561274,-46.67289208771418,sao paulo,SP
1439,-23.565875311962603,-46.673390660294785,sao paulo,SP
1440,-23.568476608177434,-46.67851754696878,sao paulo,SP
1441,-23.56496279788524,-46.67630075455378,sao paulo,SP
1442,-23.56370226740048,-46.67529085698279,sao paulo,SP
1443,-23.56750865000869,-46.68471805799536,sao paulo,SP
1444,-23.571536165416365,-46.68422691257428,sao paulo,SP
1445,-23.57272211157595,-46.68832731862769,sao paulo,SP
1446,-23.575398783931544,-46.675254416036736,sao paulo,SP
1447,-23.572516547319537,-46.678703958035754,sao paulo,SP
1448,-23.57867777491485,-46.67931236802472,sao paulo,SP
1449,-23.576433485977308,-46.680593930607685,sao paulo,SP
1450,-23.575921313347585,-46.68516203220032,sao paulo,SP
1451,-23.57472874493622,-46.68862629892086,sao paulo,SP
1452,-23.570810444514542,-46.69077501106554,sao paulo,SP
1453,-23.584555152922874,-46.68664013904443,sao paulo,SP
1454,-23.582599229528547,-46.68734709409082,sao paulo,SP
1455,-23.58040075604472,-46.69090843865776,sao paulo,SP
1456,-23.577164816954266,-46.69066778788448,sao paulo,SP
1457,-23.57469739716661,-46.69253938758733,sao paulo,SP
1472,-23.57054369248079,-46.69129667943905,sao paulo,SP
1489,-23.57664998889148,-46.68740004775216,sao paulo,SP
1501,-23.5520504521322,-46.63539411226844,sao paulo,SP
1502,-23.55467350531036,-46.63552025265517,sao paulo,SP
1503,-23.5588940671706,-46.63737421259167,sao paulo,SP
1504,-23.565252583126533,-46.63938215175425,sao paulo,SP
1505,-23.555358047319537,-46.63144751276761,sao paulo,SP
1506,-23.559883459893825,-46.63489364376194,sao paulo,SP
1507,-23.558188039269446,-46.63139014542106,sao paulo,SP
1508,-23.561483773241413,-46.636216077298165,sao paulo,SP
1509,-23.567494462952244,-46.63555394892956,sao paulo,SP
1510,-23.557591446015362,-46.63353748251487,sao paulo,SP
1511,-23.56072295337296,-46.63277989454088,sao paulo,SP
1512,-23.553907271163933,-46.62908140313922,sao paulo,SP
1513,-23.55733090647177,-46.63127845628715,sao paulo,SP
1514,-23.553061260892157,-46.627660240421854,sao paulo,SP
1516,-23.5591884476888,-46.61485962698363,sao paulo,SP
1517,-23.55938749679736,-46.62377125714126,sao paulo,SP
1518,-23.558930444630374,-46.62292373757862,sao paulo,SP
1519,-23.56155412254022,-46.62258413696694,sao paulo,SP
1520,-23.55889725284208,-46.62042915364401,sao paulo,SP
1521,-23.560756921172626,-46.62318386802472,sao paulo,SP
1522,-23.559013992121344,-46.6153654505723,sao paulo,SP
1523,-23.56366379462169,-46.6162648956374,sao paulo,SP
1524,-23.56722896808813,-46.61541736011886,sao paulo,SP
1525,-23.564759877604,-46.635579188729885,sao paulo,SP
1526,-23.56624136747645,-46.63071419608747,sao paulo,SP
1527,-23.562233885365615,-46.630128096714216,sao paulo,SP
1528,-23.564960921316853,-46.62822254232787,sao paulo,SP
1529,-23.5688472717122,-46.63517002345775,sao paulo,SP
1530,-23.568291953372956,-46.628777137111165,sao paulo,SP
1531,-23.57106818595992,-46.63253912197762,sao paulo,SP
1532,-23.57088934915458,-46.635522778521526,sao paulo,SP
1533,-23.571333701915854,-46.63872674688379,sao paulo,SP
1534,-23.567731265755775,-46.626243530931966,sao paulo,SP
1535,-23.572119688037397,-46.625417150989634,sao paulo,SP
1536,-23.56709014432454,-46.623143787119865,sao paulo,SP
1537,-23.576848899945936,-46.623665693534306,sao paulo,SP
1538,-23.573205,-46.62290025,sao paulo,SP
1539,-23.571578567026386,-46.62022212163139,sao paulo,SP
1540,-23.565619351376295,-46.62178155467713,sao paulo,SP
1541,-23.568722298084143,-46.61880092397124,sao paulo,SP
1542,-23.571196198164948,-46.62424844532288,sao paulo,SP
1543,-23.575635922557613,-46.62076735720466,sao paulo,SP
1544,-23.57694250916093,-46.62156165681802,sao paulo,SP
1545,-23.581373061053768,-46.617988397931214,sao paulo,SP
1546,-23.579554547319532,-46.62235967583239,sao paulo,SP
1547,-23.5827745037509,-46.6204825896474,sao paulo,SP
1548,-23.576901674158936,-46.613529575913184,sao paulo,SP
1549,-23.57610824978365,-46.61545502622772,sao paulo,SP
1550,-23.572462086588985,-46.61617543505108,sao paulo,SP
1551,-23.57174196006865,-46.61252696591281,sao paulo,SP
1552,-23.5677241043626,-46.61119233625707,sao paulo,SP
1553,-23.57430307573513,-46.60954950329674,sao paulo,SP
2009,-23.515799103830265,-46.64113909097136,sao paulo,SP
2010,-23.51380025727336,-46.6263210910324,sao paulo,SP
2011,-23.505272576069707,-46.62628243450282,sao paulo,SP
2012,-23.51395046250292,-46.62950760331549,sao paulo,SP
2013,-23.50218558090484,-46.63382294171621,sao paulo,SP
2016,-23.501139521928536,-46.62721984347043,sao paulo,SP
2017,-23.50029650346245,-46.63499361226843,sao paulo,SP
2018,-23.495272978361545,-46.62938073144748,sao paulo,SP
2019,-23.498262,-46.629210109008,sao paulo,SP
2020,-23.49599337262425,-46.6326762336835,sao paulo,SP
2021,-23.49847853427779,-46.63638298557326,sao paulo,SP
2022,-23.50416851075128,-46.63768728561726,sao paulo,SP
2028,-23.508732635581964,-46.61831878642738,sao paulo,SP
2029,-23.51120380502009,-46.62128454916095,sao paulo,SP
2030,-23.504398054538573,-46.624627022882166,sao paulo,SP
2031,-23.50938209158182,-46.62517233083236,sao paulo,SP
2032,-23.51077923487879,-46.623923552201184,sao paulo,SP
2033,-23.498986714471563,-46.611813325375664,sao paulo,SP
2034,-23.50457924562872,-46.62369396003804,sao paulo,SP
2035,-23.495784642247063,-46.62240994561134,sao paulo,SP
2036,-23.5020045545329,-46.6203512865544,sao paulo,SP
2037,-23.49987949624909,-46.620584715829395,sao paulo,SP
2038,-23.494539939494487,-46.62465712308848,sao paulo,SP
2039,-23.492943503462445,-46.62179762170351,sao paulo,SP
2040,-23.48929981320335,-46.622173221766936,sao paulo,SP
2041,-23.488782265335555,-46.62064292353855,sao paulo,SP
2042,-23.49503585123206,-46.61576348348149,sao paulo,SP
2043,-23.490150706853875,-46.617224474492815,sao paulo,SP
2044,-23.495140183738226,-46.61887747807146,sao paulo,SP
2045,-23.496702747706177,-46.61657003504716,sao paulo,SP
2046,-23.49157916985976,-46.61162269747246,sao paulo,SP
2047,-23.51652487318377,-46.62107903956914,sao paulo,SP
2049,-23.514166590335094,-46.61736559414439,sao paulo,SP
2050,-23.517823531089473,-46.61261277560734,sao paulo,SP
2051,-23.51216873910785,-46.60869755606212,sao paulo,SP
2052,-23.51152876519133,-46.607128170840696,sao paulo,SP
2053,-23.510427444341925,-46.60117949988444,sao paulo,SP
2054,-23.516647747850413,-46.607014882113596,sao paulo,SP
2055,-23.5139061268394,-46.60570247307978,sao paulo,SP
2056,-23.511271473772283,-46.60410411948181,sao paulo,SP
2060,-23.519256620327738,-46.603201803912526,sao paulo,SP
2064,-23.51707022952855,-46.5960457342604,sao paulo,SP
2065,-23.507877494445744,-46.60554417816963,sao paulo,SP
2066,-23.50926448483579,-46.60351726922744,sao paulo,SP
2067,-23.507087547737896,-46.60332727192852,sao paulo,SP
2068,-23.50373005023372,-46.61274296142303,sao paulo,SP
2069,-23.505171066333887,-46.613767588954914,sao paulo,SP
2071,-23.503095000000002,-46.60971701276762,sao paulo,SP
2072,-23.49993667110052,-46.60575947002136,sao paulo,SP
2073,-23.50188317998731,-46.60739055467712,sao paulo,SP
2074,-23.50489456036128,-46.60203512531019,sao paulo,SP
2075,-23.50318938022973,-46.60153910866176,sao paulo,SP
2076,-23.504887157784637,-46.59908875659298,sao paulo,SP
2077,-23.502350154195742,-46.59722169219233,sao paulo,SP
2078,-23.502460609498485,-46.59374588980903,sao paulo,SP
2079,-23.499407624617696,-46.60480393450282,sao paulo,SP
2080,-23.497612575350594,-46.60588084975389,sao paulo,SP
2081,-23.496102481822373,-46.604177104218365,sao paulo,SP
2082,-23.49470125757394,-46.60712741215593,sao paulo,SP
2083,-23.494848302109176,-46.597334103193404,sao paulo,SP
2084,-23.4976279812741,-46.59973701859599,sao paulo,SP
2085,-23.4974436813723,-46.61260908702167,sao paulo,SP
2088,-23.50424025971884,-46.620742066583865,sao paulo,SP
2089,-23.51709448459233,-46.616673100755904,sao paulo,SP
2110,-23.519571487645177,-46.59507353094523,sao paulo,SP
2111,-23.518808468228052,-46.59381716597972,sao paulo,SP
2112,-23.5204986615046,-46.59288975507511,sao paulo,SP
2113,-23.51528796497884,-46.58734465236856,sao paulo,SP
2114,-23.52228692176485,-46.59078810629585,sao paulo,SP
2115,-23.526499508561297,-46.59188593503609,sao paulo,SP
2116,-23.51906498112988,-46.58460977393391,sao paulo,SP
2117,-23.51807042203993,-46.59393030272233,sao paulo,SP
2118,-23.51499054491392,-46.59291223327074,sao paulo,SP
2119,-23.511942,-46.59299115736628,sao paulo,SP
2120,-23.510416629107844,-46.594217747359366,sao paulo,SP
2121,-23.51194034471118,-46.5895177492354,sao paulo,SP
2122,-23.51220054815625,-46.58326616985977,sao paulo,SP
2123,-23.51194017707312,-46.57958320038666,sao paulo,SP
2124,-23.50596583126541,-46.57852189203073,sao paulo,SP
2125,-23.510036681660747,-46.58756028518662,sao paulo,SP
2126,-23.506858079375625,-46.59173845989383,sao paulo,SP
2127,-23.50555187454558,-46.58591682722604,sao paulo,SP
2128,-23.50525432889948,-46.59432001442672,sao paulo,SP
2129,-23.504022545097836,-46.58866191049681,sao paulo,SP
2130,-23.508716406053416,-46.58354303274857,sao paulo,SP
2131,-23.504182313073454,-46.582139046226104,sao paulo,SP
2132,-23.50167328336896,-46.57726866028046,sao paulo,SP
2133,-23.499213066608014,-46.584843996047084,sao paulo,SP
2134,-23.49925304746376,-46.57848962170351,sao paulo,SP
2135,-23.498717138476565,-46.58801134915458,sao paulo,SP
2136,-23.4982544454671,-46.58310665875125,sao paulo,SP
2137,-23.49789338663504,-46.57642462920533,sao paulo,SP
2138,-23.494659558976306,-46.57459055245542,sao paulo,SP
2139,-23.490544054677123,-46.573733800781994,sao paulo,SP
2141,-23.489264422861147,-46.57108695974959,sao paulo,SP
2142,-23.5100047784509,-46.577215288649086,sao paulo,SP
2143,-23.507720287812354,-46.57521706910386,sao paulo,SP
2144,-23.50308536081135,-46.57083605675562,sao paulo,SP
2145,-23.502788226096424,-46.5667425,sao paulo,SP
2146,-23.50095702331352,-46.57088226395057,sao paulo,SP
2147,-23.498361926574916,-46.565166700263546,sao paulo,SP
2150,-23.49379917346644,-46.56839711157596,sao paulo,SP
2151,-23.497003875382305,-46.569974233279446,sao paulo,SP
2152,-23.498102163338892,-46.572439418748914,sao paulo,SP
2161,-23.49071285429047,-46.56935969248078,sao paulo,SP
2162,-23.4904124074384,-46.562503456719824,sao paulo,SP
2166,-23.525060091869104,-46.584156027756926,sao paulo,SP
2167,-23.522903946448046,-46.58180409758191,sao paulo,SP
2168,-23.52013794544512,-46.57970414962962,sao paulo,SP
2169,-23.521000500000003,-46.577964184198095,sao paulo,SP
2170,-23.525360022247746,-46.57602190552532,sao paulo,SP
2174,-23.523062564007805,-46.57211541813305,sao paulo,SP
2175,-23.51595756228953,-46.574496695083866,sao paulo,SP
2176,-23.5131705992267,-46.57298967860234,sao paulo,SP
2177,-23.511506887875782,-46.56917911601936,sao paulo,SP
2178,-23.521753957390764,-46.57073324793829,sao paulo,SP
2179,-23.520153877315543,-46.568183538014374,sao paulo,SP
2180,-23.51997318512321,-46.565916754587626,sao paulo,SP
2181,-23.517754127292296,-46.5609527282878,sao paulo,SP
2185,-23.51649734110451,-46.56782303996194,sao paulo,SP
2186,-23.51335483236194,-46.56877347114656,sao paulo,SP
2187,-23.515537008323783,-46.56489950138496,sao paulo,SP
2188,-23.51024063281201,-46.566772533166954,sao paulo,SP
2189,-23.507809234664435,-46.56770190632754,sao paulo,SP
2190,-23.5073682192535,-46.56400128267647,sao paulo,SP
2201,-23.484410292686675,-46.59138190306584,sao paulo,SP
2202,-23.49290528910448,-46.594327198929534,sao paulo,SP
2203,-23.49192999194992,-46.59134649651459,sao paulo,SP
2204,-23.486069084929888,-46.59117467381269,sao paulo,SP
2205,-23.489033888424046,-46.59122368171853,sao paulo,SP
2206,-23.484389018321856,-46.59482371766977,sao paulo,SP
2207,-23.485869985284825,-46.587877390437164,sao paulo,SP
2208,-23.48268805023373,-46.588237009160935,sao paulo,SP
2209,-23.485064826913263,-46.58262131639403,sao paulo,SP
2210,-23.48274256396796,-46.58282651775706,sao paulo,SP
2211,-23.497402861503843,-46.59359474868712,sao paulo,SP
2212,-23.495204420480142,-46.58943987621901,sao paulo,SP
2213,-23.496719055369624,-46.58780029961334,sao paulo,SP
2214,-23.493441384399006,-46.58699800326043,sao paulo,SP
2215,-23.4906802649172,-46.58362085789716,sao paulo,SP
2216,-23.493525919156006,-46.579201739872445,sao paulo,SP
2217,-23.490460865110524,-46.58084227837731,sao paulo,SP
2218,-23.48705964057363,-46.58465115944374,sao paulo,SP
2219,-23.49106374992788,-46.5864510380287,sao paulo,SP
2220,-23.49041217679899,-46.57794383819032,sao paulo,SP
2221,-23.482108152374614,-46.58128894102369,sao paulo,SP
2222,-23.482367418128536,-46.57742509942871,sao paulo,SP
2223,-23.480325240637047,-46.57860592951116,sao paulo,SP
2224,-23.48454755037796,-46.57495858312655,sao paulo,SP
2225,-23.48234428462404,-46.57492594900167,sao paulo,SP
2226,-23.479652744936228,-46.574444157654746,sao paulo,SP
2227,-23.47813702553522,-46.572546292602,sao paulo,SP
2228,-23.475019190951585,-46.5716534716948,sao paulo,SP
2229,-23.47475819095159,-46.56922155467713,sao paulo,SP
2230,-23.483707808114985,-46.56369504328169,sao paulo,SP
2231,-23.478236360811348,-46.56443274173505,sao paulo,SP
2232,-23.475066063942872,-46.56415992423104,sao paulo,SP
2233,-23.477853483625708,-46.56445543914825,sao paulo,SP
2234,-23.478061943354454,-46.56847449479198,sao paulo,SP
2235,-23.478589602833388,-46.57724225728546,sao paulo,SP
2236,-23.472522502914188,-46.56816113412488,sao paulo,SP
2237,-23.46531197335392,-46.57086847171908,sao paulo,SP
2238,-23.47097699162584,-46.569867464337236,sao paulo,SP
2239,-23.48466145934556,-46.60883103136359,sao paulo,SP
2240,-23.47891339355994,-46.60296099861503,sao paulo,SP
2241,-23.490518793784968,-46.60742305591787,sao paulo,SP
2242,-23.487814099919184,-46.60719995129547,sao paulo,SP
2243,-23.491428663887145,-46.60417913183105,sao paulo,SP
